valid_time;t2m
1.06.2010 00:00;296,2241211
1.07.2010 00:00;301,1940918
1.08.2010 00:00;301,1899414
1.09.2010 00:00;296,8525391
1.10.2010 00:00;288,1713867
1.11.2010 00:00;282,1303711
1.12.2010 00:00;276,9746094
1.01.2011 00:00;273,0952148
1.02.2011 00:00;272,8937988
1.03.2011 00:00;277,3239746
1.04.2011 00:00;282,713623
1.05.2011 00:00;287,4902344
1.06.2011 00:00;295,0751953
1.07.2011 00:00;300,6171875
1.08.2011 00:00;300,0566406
1.09.2011 00:00;294,5109863
1.10.2011 00:00;286,0935059
1.11.2011 00:00;275,9770508
1.12.2011 00:00;274,0498047
1.01.2012 00:00;272,0686035
1.02.2012 00:00;271,1972656
1.03.2012 00:00;273,5634766
1.04.2012 00:00;284,0888672
1.05.2012 00:00;289,4658203
1.06.2012 00:00;296,9472656
1.07.2012 00:00;300,5603027
1.08.2012 00:00;300,6394043
1.09.2012 00:00;295,6533203
1.10.2012 00:00;288,657959
1.11.2012 00:00;281,8640137
1.12.2012 00:00;275,2753906
1.01.2013 00:00;272,0842285
1.02.2013 00:00;275,8532715
1.03.2013 00:00;278,623291
1.04.2013 00:00;284,2431641
1.05.2013 00:00;289,107666
1.06.2013 00:00;295,5661621
1.07.2013 00:00;300,7194824
1.08.2013 00:00;300,059082
1.09.2013 00:00;294,1555176
1.10.2013 00:00;286,1860352
1.11.2013 00:00;281,6225586
1.12.2013 00:00;269,9743652
1.01.2014 00:00;273,666748
1.02.2014 00:00;275,4243164
1.03.2014 00:00;279,880127
1.04.2014 00:00;284,7253418
1.05.2014 00:00;290,0900879
1.06.2014 00:00;295,8979492
1.07.2014 00:00;301,1442871
1.08.2014 00:00;301,4526367
1.09.2014 00:00;294,7941895
1.10.2014 00:00;286,7546387
1.11.2014 00:00;278,6882324
1.12.2014 00:00;276,6162109
1.01.2015 00:00;272,1689453
1.02.2015 00:00;274,8161621
1.03.2015 00:00;278,614502
1.04.2015 00:00;282,7895508
1.05.2015 00:00;289,357666
1.06.2015 00:00;296,1489258
1.07.2015 00:00;301,3508301
1.08.2015 00:00;300,364502
1.09.2015 00:00;296,5466309
1.10.2015 00:00;287,8049316
1.11.2015 00:00;279,9394531
1.12.2015 00:00;273,0612793
1.01.2016 00:00;270,9182129
1.02.2016 00:00;276,7780762
1.03.2016 00:00;279,3125
1.04.2016 00:00;285,3017578
1.05.2016 00:00;289,1347656
1.06.2016 00:00;295,3515625
1.07.2016 00:00;301,2382812
1.08.2016 00:00;301,5935059
1.09.2016 00:00;294,1306152
1.10.2016 00:00;288,2404785
1.11.2016 00:00;279,3735352
1.12.2016 00:00;272,3007812
1.01.2017 00:00;270,9169922
1.02.2017 00:00;271,5068359
1.03.2017 00:00;278,3625488
1.04.2017 00:00;283,4013672
1.05.2017 00:00;288,9289551
1.06.2017 00:00;295,697998
1.07.2017 00:00;301,2946777
1.08.2017 00:00;301,4475098
1.09.2017 00:00;296,8435059
1.10.2017 00:00;286,9958496
1.11.2017 00:00;280,1052246
1.12.2017 00:00;277,1811523
1.01.2018 00:00;274,5622559
1.02.2018 00:00;277,6901855
1.03.2018 00:00;282,0266113
1.04.2018 00:00;285,513916
1.05.2018 00:00;288,9973145
1.06.2018 00:00;295,5595703
1.07.2018 00:00;301,1191406
1.08.2018 00:00;300,6662598
1.09.2018 00:00;296,0319824
1.10.2018 00:00;288,8376465
